order_id,buyer_id,supplier_id,order_date,order_seq,n_skus,gmv,status,cogs_ratio,cogs,gross_profit
801,B0272,S004,2026-03-29,1,5,84.7,completed,0.6352362604471946,53.80451125987739,30.895488740122616
802,B0272,S022,2026-04-01,2,1,54.63,completed,0.7467955295919657,40.797439781609086,13.832560218390917
803,B0273,S012,2026-03-20,1,5,161.0,completed,0.680902242856227,109.62526109985255,51.37473890014745
804,B0273,S023,2026-03-26,2,3,147.23,cancelled,0.6318668012630086,93.02974914995276,54.200250850047226
805,B0273,S022,2026-05-14,3,5,99.29,completed,0.7467955295919657,74.14932813318627,25.140671866813733
806,B0273,S016,2026-05-16,4,6,175.7,completed,0.6364669602085204,111.82724490863704,63.87275509136295
807,B0273,S001,2026-05-22,5,5,271.24,cancelled,0.6391805412753497,173.37133001552587,97.86866998447414
808,B0274,S025,2026-04-11,1,7,353.9,completed,0.5959909211782173,210.92118700497107,142.9788129950289
809,B0274,S022,2026-04-21,2,4,116.48,completed,0.7467955295919657,86.98674328687217,29.493256713127835
810,B0274,S021,2026-04-28,3,1,31.04,completed,0.604843040469734,18.774327976180544,12.265672023819455
811,B0274,S014,2026-05-09,4,3,88.41,completed,0.7401727124500821,65.43866950771175,22.971330492288246
812,B0274,S024,2026-06-04,5,6,194.9,completed,0.7288198407358268,142.04698695941266,52.85301304058734
813,B0274,S019,2026-06-23,6,7,379.37,completed,0.6777051895328171,257.1010177530648,122.2689822469352
814,B0275,S009,2026-05-30,1,2,97.12,completed,0.5941539225577521,57.70422895880889,39.415771041191114
815,B0276,S003,2026-03-07,1,5,179.21,completed,0.7494249000315423,134.3044363346527,44.9055636653473
816,B0277,S017,2026-03-16,1,3,73.97,completed,0.7387231840335198,54.643353922959456,19.326646077040543
817,B0277,S016,2026-05-09,2,8,348.5,completed,0.6364669602085204,221.80873563266937,126.69126436733063
818,B0278,S008,2026-04-19,1,4,76.84,completed,0.6887364451562977,52.92250844580992,23.917491554190086
819,B0278,S004,2026-05-09,2,5,306.38,completed,0.6352362604471946,194.62368547581147,111.75631452418853
820,B0278,S011,2026-05-15,3,6,103.53,completed,0.6860998604149426,71.03191854875901,32.49808145124099
821,B0278,S002,2026-05-19,4,3,90.94,completed,0.6047253332563332,54.99372180633094,35.94627819366906
822,B0278,S028,2026-05-26,5,5,86.74,completed,0.680333365075177,59.01211608662086,27.727883913379138
823,B0279,S020,2026-03-07,1,10,542.32,completed,0.6295188795925589,341.4006787806366,200.91932121936344
824,B0280,S011,2026-04-11,1,7,275.72,completed,0.6860998604149426,189.17145351360801,86.54854648639201
825,B0281,S027,2026-01-22,1,6,304.84,completed,0.5562268165769023,169.5601827653029,135.27981723469708
826,B0282,S027,2026-04-10,1,4,173.58,completed,0.5562268165769023,96.54985082141872,77.0301491785813
827,B0282,S019,2026-05-08,2,6,192.55,completed,0.6777051895328171,130.49213424454393,62.05786575545608
828,B0282,S028,2026-06-10,3,6,319.73,completed,0.680333365075177,217.52298681548638,102.20701318451364
829,B0283,S007,2026-05-03,1,5,189.12,completed,0.7089619097499859,134.07887637191732,55.04112362808269
830,B0283,S023,2026-06-26,2,10,352.65,completed,0.6318668012630086,222.8278274654,129.82217253459999
831,B0284,S019,2026-01-08,1,4,82.3,completed,0.6777051895328171,55.77513709855084,26.524862901449154
832,B0284,S027,2026-01-24,2,7,252.82,cancelled,0.5562268165769023,140.62526376697244,112.19473623302756
833,B0284,S019,2026-01-27,3,2,115.73,completed,0.6777051895328171,78.43082158463292,37.29917841536708
834,B0284,S015,2026-03-15,4,2,34.78,completed,0.5802115783561801,20.179758695227946,14.600241304772055
835,B0284,S029,2026-06-03,5,5,244.08,completed,0.6237052687447523,152.23398199521915,91.84601800478086
836,B0285,S020,2026-03-07,1,3,82.7,completed,0.6295188795925589,52.061211342304624,30.63878865769538
837,B0285,S015,2026-03-09,2,1,49.32,completed,0.5802115783561801,28.616035044526804,20.703964955473197
838,B0285,S004,2026-03-26,3,3,61.5,completed,0.6352362604471946,39.06703001750247,22.432969982497532
839,B0285,S026,2026-03-28,4,4,179.5,completed,0.5926209408050167,106.3754588745005,73.1245411254995
840,B0285,S024,2026-04-01,5,6,152.49,completed,0.7288198407358268,111.13773751380624,41.352262486193766
841,B0285,S019,2026-04-08,6,7,120.02,completed,0.6777051895328171,81.3381768477287,38.68182315227129
842,B0286,S017,2026-06-16,1,3,81.97,completed,0.7387231840335198,60.55313939522762,21.41686060477238
843,B0288,S013,2026-01-06,1,6,94.7,completed,0.6046519053996419,57.260535441346086,37.43946455865392
844,B0288,S017,2026-02-21,2,6,323.45,completed,0.7387231840335198,238.94001387564197,84.50998612435802
845,B0288,S001,2026-02-25,3,3,133.28,cancelled,0.6391805412753497,85.18998254117861,48.09001745882139
846,B0289,S029,2026-05-01,1,5,220.27,completed,0.6237052687447523,137.3835595464066,82.88644045359342
847,B0291,S018,2026-04-23,1,6,250.95,completed,0.6339454633852245,159.08861403652207,91.86138596347791
848,B0292,S010,2026-06-02,1,7,391.25,completed,0.5664762091231685,221.6338168194397,169.6161831805603
849,B0292,S020,2026-06-11,2,9,509.93,completed,0.6295188795925589,321.01056227063356,188.91943772936645
850,B0293,S019,2026-04-22,1,5,126.12,completed,0.6777051895328171,85.4721785038789,40.64782149612111
851,B0294,S017,2026-02-19,1,7,104.3,completed,0.7387231840335198,77.0488280946961,27.25117190530389
852,B0294,S017,2026-02-26,2,2,122.83,completed,0.7387231840335198,90.73736869483723,32.09263130516277
853,B0294,S018,2026-03-12,3,7,395.15,completed,0.6339454633852245,250.50354985667144,144.64645014332854
854,B0294,S022,2026-03-29,4,5,143.56,completed,0.7467955295919657,107.2099662282226,36.350033771777404
855,B0294,S004,2026-04-02,5,5,225.32,completed,0.6352362604471946,143.13143420396187,82.18856579603812
856,B0294,S012,2026-04-30,6,9,168.25,completed,0.680902242856227,114.5618023605602,53.68819763943981
857,B0294,S029,2026-05-22,7,3,71.23,completed,0.6237052687447523,44.426526292688706,26.803473707311298
858,B0294,S015,2026-05-31,8,4,111.33,cancelled,0.5802115783561801,64.59495501839353,46.735044981606464
859,B0294,S003,2026-05-31,9,4,172.95,completed,0.7494249000315423,129.61303646045522,43.33696353954477
860,B0294,S001,2026-06-02,10,4,232.3,completed,0.6391805412753497,148.48163973826374,83.81836026173627
861,B0295,S011,2026-05-18,1,5,119.52,completed,0.6860998604149426,82.00265531679395,37.51734468320605
862,B0295,S021,2026-06-10,2,4,136.61,completed,0.604843040469734,82.62760775857038,53.982392241429636
863,B0295,S010,2026-06-20,3,6,265.52,completed,0.5664762091231685,150.4107630463837,115.10923695361629
864,B0296,S004,2026-03-11,1,2,115.7,cancelled,0.6352362604471946,73.49683533374042,42.20316466625958
865,B0297,S027,2026-02-26,1,1,18.77,completed,0.5562268165769023,10.440377347148456,8.329622652851544
866,B0297,S018,2026-03-15,2,3,162.96,completed,0.6339454633852245,103.30775271325619,59.652247286743815
867,B0297,S007,2026-04-23,3,4,139.01,completed,0.7089619097499859,98.55279507434552,40.457204925654466
868,B0297,S008,2026-04-28,4,2,63.99,completed,0.6887364451562977,44.07224512555149,19.917754874448512
869,B0297,S015,2026-05-24,5,6,268.12,completed,0.5802115783561801,155.566328388859,112.553671611141
870,B0297,S001,2026-06-03,6,6,298.52,completed,0.6391805412753497,190.80817518151738,107.7118248184826
871,B0297,S011,2026-06-14,7,5,134.66,completed,0.6860998604149426,92.39020720347618,42.26979279652382
872,B0298,S009,2026-01-18,1,7,126.24,completed,0.5941539225577521,75.00599118369063,51.23400881630937
873,B0299,S000,2026-05-09,1,5,87.83,completed,0.6866590753213011,60.30926658546988,27.52073341453012
874,B0299,S003,2026-06-07,2,4,214.72,completed,0.7494249000315423,160.91651453477274,53.803485465227254
875,B0300,S026,2026-06-25,1,2,65.36,completed,0.5926209408050167,38.733704691015895,26.626295308984105
876,B0301,S024,2026-04-19,1,4,130.34,completed,0.7288198407358268,94.99437804150767,35.34562195849233
877,B0301,S007,2026-05-09,2,3,56.31,completed,0.7089619097499859,39.9216451380217,16.3883548619783
878,B0301,S022,2026-06-01,3,6,279.16,completed,0.7467955295919657,208.47544004089318,70.68455995910685
879,B0302,S029,2026-05-27,1,6,242.85,completed,0.6237052687447523,151.4668245146631,91.38317548533689
880,B0302,S020,2026-06-27,2,4,154.99,completed,0.6295188795925589,97.56913114805072,57.420868851949294
881,B0303,S029,2026-05-20,1,4,69.66,completed,0.6237052687447523,43.44730902075944,26.212690979240556
882,B0303,S021,2026-05-30,2,5,83.13,completed,0.604843040469734,50.280601954248986,32.84939804575101
883,B0303,S020,2026-06-20,3,7,332.66,completed,0.6295188795925589,209.41575048526067,123.24424951473935
884,B0304,S024,2026-02-09,1,4,116.33,completed,0.7288198407358268,84.78361207279873,31.546387927201266
885,B0304,S025,2026-02-13,2,5,126.47,completed,0.5959909211782173,75.37497180140915,51.09502819859085
886,B0305,S015,2026-04-03,1,6,195.3,completed,0.5802115783561801,113.31532125296198,81.98467874703803
887,B0305,S019,2026-04-04,2,3,76.69,completed,0.6777051895328171,51.97321098527174,24.716789014728256
888,B0305,S028,2026-05-04,3,8,140.53,completed,0.680333365075177,95.60724779401463,44.922752205985375
889,B0306,S012,2026-03-08,1,2,48.78,completed,0.680902242856227,33.21441140652676,15.565588593473244
890,B0307,S020,2026-04-01,1,4,88.4,completed,0.6295188795925589,55.649468955982215,32.75053104401779
891,B0307,S017,2026-04-08,2,2,83.14,completed,0.7387231840335198,61.417445520546835,21.722554479453166
892,B0308,S009,2026-06-11,1,4,222.28,completed,0.5941539225577521,132.06853390613713,90.21146609386287
893,B0309,S008,2026-03-27,1,5,175.94,completed,0.6887364451562977,121.17629016079903,54.76370983920097
894,B0309,S009,2026-04-30,2,4,166.61,completed,0.5941539225577521,98.99198503734709,67.61801496265292
895,B0309,S006,2026-05-06,3,3,57.43,completed,0.5827247642383339,33.465883210207515,23.964116789792484
896,B0309,S025,2026-06-07,4,3,49.34,completed,0.5959909211782173,29.406192050933242,19.93380794906676
897,B0309,S025,2026-06-13,5,5,202.24,completed,0.5959909211782173,120.53320389908266,81.70679610091734
898,B0310,S007,2026-01-27,1,5,150.27,completed,0.7089619097499859,106.53570617813038,43.73429382186963
899,B0310,S006,2026-02-08,2,4,126.89,completed,0.5827247642383339,73.94194533420219,52.94805466579781
900,B0310,S021,2026-02-09,3,3,62.86,completed,0.604843040469734,38.02043352392748,24.83956647607252
901,B0310,S020,2026-02-12,4,2,117.49,completed,0.6295188795925589,73.96217316332975,43.52782683667024
902,B0310,S005,2026-02-17,5,5,232.8,completed,0.6402774048659351,149.0565798527897,83.74342014721032
903,B0310,S019,2026-02-19,6,3,126.56,completed,0.6777051895328171,85.77036878727334,40.78963121272666
904,B0310,S022,2026-03-17,7,6,114.74,completed,0.7467955295919657,85.68731906538214,29.052680934617854
905,B0310,S002,2026-05-02,8,6,130.97,completed,0.6047253332563332,79.20087689658195,51.76912310341805
906,B0310,S019,2026-05-13,9,8,421.95,completed,0.6777051895328171,285.95770472337216,135.99229527662783
907,B0311,S028,2026-05-26,1,6,256.12,completed,0.680333365075177,174.24698146305434,81.87301853694566
908,B0311,S008,2026-06-12,2,6,164.73,completed,0.6887364451562977,113.45555461059692,51.27444538940307
909,B0312,S029,2026-05-11,1,5,98.94,completed,0.6237052687447523,61.70939928960579,37.23060071039421
910,B0312,S014,2026-06-14,2,4,213.87,completed,0.7401727124500821,158.30073801169905,55.56926198830095
911,B0313,S008,2026-03-07,1,4,162.38,completed,0.6887364451562977,111.83702396447963,50.54297603552037
912,B0313,S013,2026-03-20,2,4,79.66,completed,0.6046519053996419,48.166570784135466,31.49342921586453
913,B0314,S011,2026-05-13,1,2,81.88,completed,0.6860998604149426,56.1778565707755,25.702143429224492
914,B0314,S014,2026-06-06,2,4,152.8,completed,0.7401727124500821,113.09839046237255,39.70160953762746
915,B0315,S028,2026-01-27,1,4,61.93,completed,0.680333365075177,42.13304529910572,19.796954700894283
916,B0315,S001,2026-01-30,2,1,37.42,completed,0.6391805412753497,23.918135854523587,13.501864145476414
917,B0315,S022,2026-02-21,3,1,32.47,completed,0.7467955295919657,24.248450845851124,8.221549154148875
918,B0315,S026,2026-03-14,4,4,72.57,completed,0.5926209408050167,43.00650167422006,29.563498325779932
919,B0315,S008,2026-06-11,5,2,112.26,completed,0.6887364451562977,77.31755333324598,34.94244666675402
920,B0316,S003,2026-02-23,1,1,31.02,cancelled,0.7494249000315423,23.24716039897844,7.772839601021559
921,B0316,S021,2026-03-21,2,7,110.57,completed,0.604843040469734,66.87749498473849,43.6925050152615
922,B0317,S022,2026-04-25,1,5,244.36,completed,0.7467955295919657,182.48695561109275,61.87304438890726
923,B0317,S020,2026-05-09,2,4,158.15,completed,0.6295188795925589,99.55841080756319,58.591589192436814
924,B0317,S003,2026-06-04,3,3,153.85,completed,0.7494249000315423,115.29902086985277,38.550979130147226
925,B0318,S020,2026-05-23,1,6,284.55,cancelled,0.6295188795925589,179.12959718806266,105.42040281193735
926,B0320,S028,2026-03-04,1,5,177.47,completed,0.680333365075177,120.73876229989168,56.73123770010832
927,B0320,S015,2026-03-10,2,6,299.72,completed,0.5802115783561801,173.90101426491432,125.8189857350857
928,B0320,S029,2026-03-19,3,1,42.06,completed,0.6237052687447523,26.233043603404283,15.826956396595719
929,B0320,S029,2026-03-24,4,2,55.95,completed,0.6237052687447523,34.896309786268894,21.05369021373111
930,B0320,S022,2026-04-30,5,1,50.09,cancelled,0.7467955295919657,37.406988077261566,12.683011922738437
931,B0321,S015,2026-03-30,1,5,254.63,completed,0.5802115783561801,147.73927419683415,106.89072580316585
932,B0321,S017,2026-04-09,2,4,202.05,completed,0.7387231840335198,149.25901933397267,52.79098066602734
933,B0321,S012,2026-04-16,3,6,106.42,completed,0.680902242856227,72.46161668475968,33.958383315240326
934,B0321,S013,2026-04-18,4,4,171.8,cancelled,0.6046519053996419,103.87919734765848,67.92080265234154
935,B0321,S001,2026-04-23,5,5,143.97,completed,0.6391805412753497,92.0228225274121,51.947177472587896
936,B0321,S018,2026-04-26,6,6,153.28,completed,0.6339454633852245,97.17116062768721,56.10883937231279
937,B0321,S001,2026-06-27,7,6,131.06,completed,0.6391805412753497,83.77100173954734,47.28899826045266
938,B0322,S001,2026-05-23,1,4,153.79,completed,0.6391805412753497,98.29957544273603,55.490424557263964
939,B0322,S010,2026-05-30,2,2,37.35,completed,0.5664762091231685,21.157886410750347,16.192113589249654
940,B0322,S019,2026-06-12,3,1,22.26,completed,0.6777051895328171,15.085717519000509,7.1742824809994925
941,B0323,S002,2026-05-13,1,1,27.92,cancelled,0.6047253332563332,16.88393130451682,11.03606869548318
942,B0323,S022,2026-05-24,2,6,167.4,completed,0.7467955295919657,125.01357165369507,42.38642834630494
943,B0323,S028,2026-06-05,3,4,174.55,completed,0.680333365075177,118.75218887387216,55.797811126127854
944,B0323,S001,2026-06-20,4,4,196.78,completed,0.6391805412753497,125.77794691216332,71.00205308783669
945,B0324,S011,2026-03-26,1,4,162.37,completed,0.6860998604149426,111.40203433557424,50.96796566442576
946,B0324,S026,2026-05-03,2,2,85.97,completed,0.5926209408050167,50.947622281007284,35.022377718992715
947,B0325,S019,2026-04-30,1,5,253.37,completed,0.6777051895328171,171.71016387192986,81.65983612807014
948,B0326,S011,2026-01-24,1,7,303.9,completed,0.6860998604149426,208.50574758010106,95.39425241989892
949,B0326,S008,2026-01-28,2,2,33.64,completed,0.6887364451562977,23.169094015057855,10.470905984942146
950,B0326,S003,2026-03-02,3,8,419.7,completed,0.7494249000315423,314.5336305432383,105.16636945676169
951,B0326,S004,2026-03-16,4,6,327.82,completed,0.6352362604471946,208.24315089979933,119.57684910020066
952,B0327,S012,2026-04-05,1,3,106.81,completed,0.680902242856227,72.72716855947361,34.08283144052639
953,B0327,S012,2026-06-13,2,6,261.86,completed,0.680902242856227,178.3010613143316,83.55893868566841
954,B0328,S007,2026-04-30,1,4,201.69,completed,0.7089619097499859,142.99052757747464,58.69947242252536
955,B0328,S001,2026-05-01,2,2,76.91,cancelled,0.6391805412753497,49.15937542948715,27.750624570512848
956,B0330,S018,2026-02-06,1,3,79.96,completed,0.6339454633852245,50.69027925228255,29.269720747717443
957,B0331,S012,2026-05-15,1,2,44.78,cancelled,0.680902242856227,30.49080243510185,14.289197564898153
958,B0331,S027,2026-06-04,2,3,162.62,completed,0.5562268165769023,90.45360491173585,72.16639508826415
959,B0332,S003,2026-04-18,1,5,153.18,completed,0.7494249000315423,114.79690618683165,38.38309381316836
960,B0333,S013,2026-05-06,1,4,154.94,completed,0.6046519053996419,93.68476622262051,61.25523377737949
961,B0334,S029,2026-03-31,1,2,40.93,completed,0.6237052687447523,25.52825664972271,15.40174335027729
962,B0334,S028,2026-05-07,2,2,47.59,completed,0.680333365075177,32.37706484392768,15.212935156072326
963,B0334,S000,2026-05-15,3,3,103.28,completed,0.6866590753213011,70.91814929918398,32.36185070081602
964,B0334,S026,2026-05-16,4,7,159.95,completed,0.5926209408050167,94.78971948176242,65.16028051823757
965,B0335,S015,2026-02-21,1,5,208.72,completed,0.5802115783561801,121.10176063450191,87.61823936549808
966,B0335,S014,2026-03-14,2,7,163.07,completed,0.7401727124500821,120.69996421923489,42.37003578076511
967,B0335,S008,2026-03-14,3,6,125.23,completed,0.6887364451562977,86.25046502692317,38.97953497307684
968,B0336,S015,2026-04-11,1,3,138.2,completed,0.5802115783561801,80.18524012882408,58.01475987117591
969,B0336,S026,2026-06-04,2,5,265.9,completed,0.5926209408050167,157.57790816005394,108.32209183994604
970,B0336,S007,2026-06-21,3,2,124.94,completed,0.7089619097499859,88.57770100416323,36.36229899583677
971,B0337,S029,2026-03-08,1,4,90.06,completed,0.6237052687447523,56.17089650315239,33.88910349684761
972,B0337,S010,2026-03-14,2,4,183.71,completed,0.5664762091231685,104.0673443780173,79.64265562198271
973,B0337,S009,2026-03-20,3,4,169.69,completed,0.5941539225577521,100.82197911882496,68.86802088117504
974,B0337,S010,2026-06-02,4,4,129.66,completed,0.5664762091231685,73.44930527491003,56.210694725089965
975,B0338,S011,2026-05-20,1,4,112.52,cancelled,0.6860998604149426,77.19995629388934,35.32004370611065
976,B0338,S001,2026-06-18,2,1,58.16,completed,0.6391805412753497,37.17474028057434,20.985259719425656
977,B0339,S012,2026-01-27,1,6,218.31,completed,0.680902242856227,148.64776863794293,69.66223136205707
978,B0339,S027,2026-02-19,2,3,175.31,completed,0.5562268165769023,97.51212321409675,77.79787678590326
979,B0339,S015,2026-02-26,3,2,35.65,cancelled,0.5802115783561801,20.68454276839782,14.96545723160218
980,B0339,S017,2026-03-05,4,2,92.1,completed,0.7387231840335198,68.03640524948716,24.063594750512834
981,B0339,S024,2026-03-22,5,6,140.49,completed,0.7288198407358268,102.39189942497632,38.09810057502369
982,B0340,S019,2026-01-11,1,6,112.13,completed,0.6777051895328171,75.99108290231477,36.13891709768522
983,B0340,S011,2026-01-20,2,1,15.61,completed,0.6860998604149426,10.710018821077254,4.899981178922745
984,B0340,S029,2026-02-10,3,5,269.7,completed,0.6237052687447523,168.21331098045968,101.48668901954031
985,B0340,S026,2026-03-01,4,7,334.02,completed,0.5926209408050167,197.94724664769166,136.07275335230833
986,B0340,S019,2026-03-27,5,4,139.38,completed,0.6777051895328171,94.45854931708405,44.921450682915946
987,B0340,S021,2026-04-15,6,2,43.38,completed,0.604843040469734,26.238091095577065,17.141908904422937
988,B0340,S015,2026-04-21,7,4,166.81,completed,0.5802115783561801,96.78509338559441,70.0249066144056
989,B0341,S024,2026-03-20,1,4,207.3,cancelled,0.7288198407358268,151.0843529845369,56.215647015463105
990,B0341,S018,2026-03-25,2,2,107.33,completed,0.6339454633852245,68.04136658513615,39.28863341486385
991,B0341,S017,2026-05-12,3,4,88.61,completed,0.7387231840335198,65.45826133721019,23.15173866278981
992,B0341,S015,2026-06-11,4,6,222.27,completed,0.5802115783561801,128.96362752122815,93.30637247877186
993,B0341,S014,2026-06-13,5,7,117.54,completed,0.7401727124500821,86.99990062138265,30.540099378617356
994,B0341,S022,2026-06-17,6,2,34.76,completed,0.7467955295919657,25.958612608616725,8.801387391383273
995,B0342,S001,2026-05-01,1,3,120.28,completed,0.6391805412753497,76.88063550459907,43.39936449540093
996,B0342,S016,2026-05-22,2,4,90.96,completed,0.6364669602085204,57.893034700567014,33.06696529943298
997,B0343,S009,2026-02-17,1,2,45.55,completed,0.5941539225577521,27.063711172505606,18.48628882749439
998,B0344,S007,2026-05-19,1,4,148.04,completed,0.7089619097499859,104.9547211193879,43.085278880612094
999,B0344,S014,2026-06-01,2,4,120.17,completed,0.7401727124500821,88.94655485512637,31.223445144873637
1000,B0345,S028,2026-01-16,1,2,35.8,completed,0.680333365075177,24.355934469691338,11.44406553030866
1001,B0346,S005,2026-04-11,1,3,161.42,completed,0.6402774048659351,103.35357869345924,58.06642130654075
1002,B0346,S015,2026-04-11,2,4,134.5,completed,0.5802115783561801,78.03845728890622,56.461542711093784
1003,B0346,S021,2026-04-20,3,1,34.28,completed,0.604843040469734,20.734019427302485,13.545980572697516
1004,B0346,S029,2026-05-15,4,2,47.13,completed,0.6237052687447523,29.395229315940178,17.734770684059825
1005,B0346,S005,2026-05-20,5,6,119.21,completed,0.6402774048659351,76.32746943406812,42.88253056593187
1006,B0346,S024,2026-05-30,6,4,225.33,completed,0.7288198407358268,164.22497471300386,61.10502528699615
1007,B0346,S018,2026-06-15,7,8,227.59,completed,0.6339454633852245,144.27964801184325,83.31035198815675
1008,B0346,S011,2026-06-29,8,4,244.95,completed,0.6860998604149426,168.0601608086402,76.88983919135978
1009,B0347,S010,2026-01-06,1,8,166.15,completed,0.5664762091231685,94.12002214581446,72.02997785418555
1010,B0348,S000,2026-02-08,1,11,208.0,completed,0.6866590753213011,142.82508766683063,65.17491233316937
1011,B0349,S024,2026-01-28,1,10,298.91,completed,0.7288198407358268,217.851538594346,81.05846140565401
1012,B0350,S009,2026-04-18,1,1,36.68,completed,0.5941539225577521,21.79356587941835,14.88643412058165
1013,B0350,S003,2026-04-23,2,4,128.51,completed,0.7494249000315423,96.30859390305349,32.2014060969465
1014,B0350,S012,2026-05-11,3,2,45.32,completed,0.680902242856227,30.85848964624421,14.461510353755791
1015,B0350,S023,2026-05-24,4,3,64.73,completed,0.6318668012630086,40.90073804575455,23.829261954245453
1016,B0351,S017,2026-01-08,1,3,65.87,completed,0.7387231840335198,48.65969613228795,17.210303867712057
1017,B0351,S011,2026-01-27,2,4,200.28,completed,0.6860998604149426,137.41208004390472,62.86791995609528
1018,B0351,S009,2026-02-26,3,1,16.41,completed,0.5941539225577521,9.750065869172712,6.659934130827288
1019,B0351,S018,2026-04-04,4,4,162.13,completed,0.6339454633852245,102.78157797864645,59.34842202135354
1020,B0351,S024,2026-04-05,5,5,200.56,completed,0.7288198407358268,146.17210725797744,54.38789274202256
1021,B0351,S022,2026-04-19,6,4,85.73,completed,0.7467955295919657,64.02278075191923,21.707219248080776
1022,B0351,S003,2026-04-22,7,5,242.94,completed,0.7494249000315423,182.0652852136629,60.87471478633711
1023,B0352,S020,2026-05-12,1,10,580.88,completed,0.6295188795925589,365.6749267777256,215.2050732222744
1024,B0352,S014,2026-05-20,2,8,130.26,completed,0.7401727124500821,96.41489752374768,33.84510247625231
1025,B0352,S011,2026-06-24,3,3,49.45,completed,0.6860998604149426,33.927638097518916,15.522361902481087
1026,B0353,S027,2026-04-17,1,4,127.44,completed,0.5562268165769023,70.88554550456043,56.55445449543957
1027,B0354,S010,2026-05-20,1,5,114.89,completed,0.5664762091231685,65.08245166616084,49.807548333839165
1028,B0354,S004,2026-05-25,2,5,204.31,completed,0.6352362604471946,129.78512037196634,74.52487962803366
1029,B0354,S011,2026-06-11,3,2,101.85,cancelled,0.6860998604149426,69.8792707832619,31.970729216738093
1030,B0354,S001,2026-06-21,4,7,358.35,completed,0.6391805412753497,229.05034696602158,129.29965303397844
1031,B0355,S005,2026-03-01,1,1,46.17,completed,0.6402774048659351,29.561607782660225,16.608392217339777
1032,B0355,S029,2026-06-17,2,4,66.86,completed,0.6237052687447523,41.70093426827414,25.15906573172586
1033,B0357,S012,2026-03-22,1,5,270.0,completed,0.680902242856227,183.84360557118129,86.15639442881871
1034,B0357,S000,2026-03-22,2,5,212.23,completed,0.6866590753213011,145.72965555543973,66.50034444456026
1035,B0357,S005,2026-04-24,3,4,175.06,cancelled,0.6402774048659351,112.0869624958306,62.9730375041694
1036,B0357,S008,2026-05-03,4,5,88.1,completed,0.6887364451562977,60.67768081826983,27.422319181730167
1037,B0357,S014,2026-05-15,5,4,173.72,completed,0.7401727124500821,128.58280360682826,45.137196393171735
1038,B0357,S000,2026-05-31,6,6,357.65,completed,0.6866590753213011,245.58361828866333,112.06638171133665
1039,B0358,S017,2026-03-10,1,2,37.67,completed,0.7387231840335198,27.82770234254269,9.842297657457312
1040,B0358,S008,2026-04-12,2,7,383.12,completed,0.6887364451562977,263.8687068682808,119.2512931317192
1041,B0359,S013,2026-04-01,1,1,26.39,completed,0.6046519053996419,15.95676378349655,10.43323621650345
1042,B0359,S021,2026-04-04,2,5,191.96,completed,0.604843040469734,116.10567004857015,75.85432995142986
1043,B0359,S007,2026-05-27,3,2,76.25,completed,0.7089619097499859,54.05834561843642,22.19165438156358
1044,B0360,S022,2026-03-20,1,1,43.57,completed,0.7467955295919657,32.53788122432194,11.032118775678057
1045,B0360,S006,2026-04-14,2,1,48.01,cancelled,0.5827247642383339,27.976615931082407,20.03338406891759
1046,B0360,S013,2026-04-16,3,4,81.76,completed,0.6046519053996419,49.43633978547472,32.32366021452528
1047,B0360,S007,2026-06-08,4,1,39.92,completed,0.7089619097499859,28.301759437219438,11.618240562780564
1048,B0360,S000,2026-06-10,5,7,279.65,cancelled,0.6866590753213011,192.02421041360185,87.62578958639813
1049,B0360,S028,2026-06-30,6,6,176.49,completed,0.680333365075177,120.072035602118,56.417964397882
1050,B0361,S017,2026-03-12,1,2,96.6,completed,0.7387231840335198,71.360659577638,25.23934042236199
1051,B0361,S026,2026-03-31,2,3,169.69,completed,0.5926209408050167,100.56184744520328,69.12815255479671
1052,B0361,S016,2026-04-01,3,3,164.84,completed,0.6364669602085204,104.91521372077251,59.92478627922749
1053,B0361,S012,2026-04-02,4,2,72.13,completed,0.680902242856227,49.113478777219655,23.01652122278034
1054,B0361,S012,2026-05-27,5,7,349.59,completed,0.680902242856227,238.0366150801084,111.55338491989158
1055,B0362,S024,2026-02-25,1,4,201.8,completed,0.7288198407358268,147.07584386048987,54.72415613951014
1056,B0362,S022,2026-05-07,2,5,114.99,completed,0.7467955295919657,85.87401794778013,29.115982052219863
1057,B0364,S004,2026-01-26,1,9,348.17,completed,0.6352362604471946,221.17020879989977,126.99979120010025
1058,B0364,S013,2026-02-23,2,4,83.53,completed,0.6046519053996419,50.50657365803209,33.02342634196791
1059,B0364,S015,2026-03-03,3,3,70.02,completed,0.5802115783561801,40.62641471649973,29.393585283500265
1060,B0364,S026,2026-03-16,4,4,195.55,completed,0.5926209408050167,115.88702497442102,79.66297502557899
1061,B0364,S020,2026-04-16,5,6,374.66,completed,0.6295188795925589,235.85554342814814,138.8044565718519
1062,B0364,S012,2026-05-04,6,4,117.13,completed,0.680902242856227,79.75407970574987,37.37592029425012
1063,B0365,S022,2026-04-10,1,4,68.96,completed,0.7467955295919657,51.49901972066195,17.460980279338045
1064,B0366,S012,2026-02-26,1,3,79.76,completed,0.680902242856227,54.30876289021267,25.451237109787336
1065,B0366,S009,2026-03-31,2,3,114.22,completed,0.5941539225577521,67.86426103454644,46.355738965453554
1066,B0368,S014,2026-02-21,1,7,207.81,completed,0.7401727124500821,153.81529137425156,53.994708625748444
